CBSA Code,year,n
38900,1997,2
38900,1998,9
38900,1999,14
38900,2000,12
38900,2001,9
38900,2002,10
38900,2003,10
38900,2004,16
38900,2005,17
38900,2006,16
38900,2007,23
38900,2008,9
38900,2009,18
38900,2010,3
38900,2011,18
38900,2012,3
38900,2013,17
38900,2014,8
38900,2015,8
38900,2016,2
38900,2017,17
38900,2018,12
38900,2019,3
38900,2020,15
38900,2021,1
39300,1980,64
39300,1981,48
39300,1982,46
39300,1983,76
39300,1984,70
39300,1985,62
39300,1986,41
39300,1987,41
39300,1988,57
39300,1989,36
39300,1990,33
39300,1991,36
39300,1992,28
39300,1993,24
39300,1994,32
39300,1995,35
39300,1996,25
39300,1997,35
39300,1998,33
39300,1999,34
39300,2000,27
39300,2001,42
39300,2002,43
39300,2003,31
39300,2004,23
39300,2005,28
39300,2006,24
39300,2007,32
39300,2008,15
39300,2009,6
39300,2010,16
39300,2011,15
39300,2012,18
39300,2013,12
39300,2014,4
39300,2015,12
39300,2016,7
39300,2017,7
39300,2018,13
39300,2019,2
39300,2020,4
39300,2021,6
39300,2022,3
39340,1980,52
39340,1981,57
39340,1982,74
39340,1983,71
39340,1984,54
39340,1985,56
39340,1986,61
39340,1987,37
39340,1988,39
39340,1989,47
39340,1990,18
39340,1991,27
39340,1992,15
39340,1993,18
39340,1994,10
39340,1995,10
39340,1996,38
39340,1997,9
39340,1998,38
39340,1999,29
39340,2000,34
39340,2001,43
39340,2002,40
39340,2003,35
39340,2004,32
39340,2005,23
39340,2006,38
39340,2007,42
39340,2008,24
39340,2009,24
39340,2010,15
39340,2011,9
39340,2012,15
39340,2013,44
39340,2014,15
39340,2015,18
39340,2016,21
39340,2017,14
39340,2018,32
39340,2019,1
39340,2020,6
39340,2021,19
39340,2022,3
39580,1980,103
39580,1981,34
39580,1982,37
39580,1983,76
39580,1984,65
39580,1985,51
39580,1986,78
39580,1987,80
39580,1988,83
39580,1989,40
39580,1990,60
39580,1991,35
39580,1992,24
39580,1993,72
39580,1994,62
39580,1995,64
39580,1996,63
39580,1997,88
39580,1998,94
39580,1999,79
39580,2000,71
39580,2001,72
39580,2002,67
39580,2003,36
39580,2004,26
39580,2005,50
39580,2006,27
39580,2007,42
39580,2008,29
39580,2009,4
39580,2010,16
39580,2011,26
39580,2012,11
39580,2014,1
39580,2015,3
39580,2016,4
39580,2017,1
39580,2020,1
39580,2022,2
39740,1980,77
39740,1981,53
39740,1982,48
39740,1983,56
39740,1984,35
39740,1985,42
39740,1986,31
39740,1987,42
39740,1988,65
39740,1989,36
39740,1990,30
39740,1991,49
39740,1992,15
39740,1993,37
39740,1994,26
39740,1995,32
39740,1996,30
39740,1997,30
39740,1998,44
39740,1999,43
39740,2000,20
39740,2001,40
39740,2002,45
39740,2003,18
39740,2004,11
39740,2005,26
39740,2006,19
39740,2007,24
39740,2008,21
39740,2009,7
39740,2010,26
39740,2011,12
39740,2012,15
39740,2013,12
39740,2014,8
39740,2015,7
39740,2016,7
39740,2017,6
39740,2018,6
39740,2019,7
39740,2020,1
39740,2021,6
39740,2022,1
39900,1980,89
39900,1981,101
39900,1982,40
39900,1983,15
39900,1984,82
39900,1985,40
39900,1986,97
39900,1987,34
39900,1988,36
39900,1989,22
39900,1990,29
39900,1991,22
39900,1992,14
39900,1993,5
39900,1994,8
39900,1995,9
39900,1996,16
39900,1997,4
39900,1998,10
39900,1999,16
39900,2000,5
39900,2001,17
39900,2002,19
39900,2003,13
39900,2004,8
39900,2005,10
39900,2006,20
39900,2007,13
39900,2008,20
39900,2009,4
39900,2010,7
39900,2011,4
39900,2012,22
39900,2013,35
39900,2014,16
39900,2015,14
39900,2016,7
39900,2017,5
39900,2018,21
39900,2020,26
39900,2021,36
40060,1980,66
40060,1981,58
40060,1982,50
40060,1983,94
40060,1984,61
40060,1985,75
40060,1986,53
40060,1987,80
40060,1988,78
40060,1989,41
40060,1990,46
40060,1991,61
40060,1992,42
40060,1993,90
40060,1994,68
40060,1995,53
40060,1996,48
40060,1997,68
40060,1998,81
40060,1999,63
40060,2000,39
40060,2001,50
40060,2002,61
40060,2003,34
40060,2004,30
40060,2005,49
40060,2006,35
40060,2007,47
40060,2008,35
40060,2009,4
40060,2010,29
40060,2011,24
40060,2012,20
40060,2013,1
40060,2014,2
40060,2015,4
40060,2016,4
40060,2017,1
40060,2018,2
40060,2019,1
40060,2021,4
40060,2022,1
40140,1980,255
40140,1981,278
40140,1982,240
40140,1983,233
40140,1984,250
40140,1985,240
40140,1986,254
40140,1987,233
40140,1988,237
40140,1989,256
40140,1990,257
40140,1991,267
40140,1992,230
40140,1993,232
40140,1994,210
40140,1995,209
40140,1996,193
40140,1997,190
40140,1998,171
40140,1999,211
40140,2000,209
40140,2001,224
40140,2002,204
40140,2003,194
40140,2004,194
40140,2005,183
40140,2006,168
40140,2007,210
40140,2008,176
40140,2009,172
40140,2010,171
40140,2011,175
40140,2012,185
40140,2013,166
40140,2014,179
40140,2015,176
40140,2016,163
40140,2017,180
40140,2018,178
40140,2019,153
40140,2020,180
40140,2021,174
40140,2022,96
40220,1980,36
40220,1981,30
40220,1982,18
40220,1983,36
40220,1984,30
40220,1985,26
40220,1986,26
40220,1987,53
40220,1988,52
40220,1989,10
40220,1990,9
40220,1991,19
40220,1992,10
40220,1993,21
40220,1994,24
40220,1995,25
40220,1996,7
40220,1997,30
40220,1998,61
40220,1999,35
40220,2000,25
40220,2001,29
40220,2002,40
40220,2003,7
40220,2004,7
40220,2005,17
40220,2006,16
40220,2007,11
40220,2008,7
40220,2010,7
40220,2011,2
40220,2012,4
40220,2014,1
40220,2016,1
40220,2021,1
40380,1980,22
40380,1981,29
40380,1982,27
40380,1983,33
40380,1984,24
40380,1985,31
40380,1986,37
40380,1987,29
40380,1988,40
40380,1989,19
40380,1990,22
40380,1991,36
40380,1992,9
40380,1993,13
40380,1994,22
40380,1995,14
40380,1996,6
40380,1997,17
40380,1998,23
40380,1999,31
40380,2000,5
40380,2001,22
40380,2002,27
40380,2003,13
40380,2004,5
40380,2005,15
40380,2006,6
40380,2007,13
40380,2008,9
40380,2009,2
40380,2010,8
40380,2011,1
40380,2012,12
40380,2014,1
40380,2016,2
40380,2017,3
40380,2018,4
40380,2021,2
40380,2022,2
40900,1980,118
40900,1981,137
40900,1982,141
40900,1983,117
40900,1984,132
40900,1985,126
40900,1986,122
40900,1987,151
40900,1988,141
40900,1989,158
40900,1990,135
40900,1991,143
40900,1992,134
40900,1993,69
40900,1994,108
40900,1995,88
40900,1996,99
40900,1997,63
40900,1998,89
40900,1999,143
40900,2000,109
40900,2001,121
40900,2002,148
40900,2003,118
40900,2004,116
40900,2005,94
40900,2006,121
40900,2007,102
40900,2008,93
40900,2009,72
40900,2010,49
40900,2011,81
40900,2012,86
40900,2013,54
40900,2014,63
40900,2015,43
40900,2016,62
40900,2017,62
40900,2018,61
40900,2019,23
40900,2020,56
40900,2021,63
40900,2022,21
41180,1980,185
41180,1981,81
41180,1982,75
41180,1983,97
41180,1984,86
41180,1985,70
41180,1986,104
41180,1987,87
41180,1988,95
41180,1989,67
41180,1990,63
41180,1991,69
41180,1992,44
41180,1993,52
41180,1994,80
41180,1995,77
41180,1996,57
41180,1997,59
41180,1998,74
41180,1999,69
41180,2000,54
41180,2001,75
41180,2002,85
41180,2003,63
41180,2004,45
41180,2005,87
41180,2006,80
41180,2007,59
41180,2008,28
41180,2009,22
41180,2010,48
41180,2011,50
41180,2012,72
41180,2013,22
41180,2014,23
41180,2015,17
41180,2016,22
41180,2017,19
41180,2018,19
41180,2019,13
41180,2020,11
41180,2021,15
41180,2022,14
41500,1980,11
41500,1981,2
41500,1982,2
41500,1983,6
41500,1984,8
41500,1985,9
41500,1986,6
41500,1987,7
41500,1988,2
41500,1989,9
41500,1990,8
41500,1991,7
41500,1992,3
41500,1993,9
41500,1994,4
41500,1995,1
41500,1996,15
41500,1997,2
41500,1998,1
41500,1999,1
41500,2000,3
41500,2001,2
41500,2002,1
41500,2003,4
41500,2004,5
41500,2006,1
41500,2007,1
41500,2009,1
41500,2010,1
41500,2014,1
41500,2015,1
41500,2016,11
41500,2017,2
41500,2018,7
41500,2019,1
41500,2020,15
41620,1980,100
41620,1981,56
41620,1982,46
41620,1983,33
41620,1984,58
41620,1985,64
41620,1986,74
41620,1987,36
41620,1988,49
41620,1989,42
41620,1990,13
41620,1991,38
41620,1992,24
41620,1993,20
41620,1994,49
41620,1995,22
41620,1996,48
41620,1997,17
41620,1998,45
41620,1999,40
41620,2000,57
41620,2001,57
41620,2002,68
41620,2003,43
41620,2004,58
41620,2005,64
41620,2006,59
41620,2007,66
41620,2008,33
41620,2009,43
41620,2010,25
41620,2011,35
41620,2012,25
41620,2013,52
41620,2014,24
41620,2015,28
41620,2016,29
41620,2017,53
41620,2018,50
41620,2019,18
41620,2020,21
41620,2021,52
41620,2022,25
41700,1980,38
41700,1981,25
41700,1982,33
41700,1983,35
41700,1984,36
41700,1985,18
41700,1986,25
41700,1987,25
41700,1988,22
41700,1989,22
41700,1990,17
41700,1991,22
41700,1992,10
41700,1993,12
41700,1994,21
41700,1995,49
41700,1996,12
41700,1997,21
41700,1998,30
41700,1999,39
41700,2000,24
41700,2001,22
41700,2002,41
41700,2003,34
41700,2004,24
41700,2005,34
41700,2006,34
41700,2007,10
41700,2008,15
41700,2009,11
41700,2010,12
41700,2011,24
41700,2012,17
41700,2013,18
41700,2014,8
41700,2015,15
41700,2016,7
41700,2017,6
41700,2018,11
41700,2019,7
41700,2020,17
41700,2021,15
41700,2022,3
41740,1980,224
41740,1981,228
41740,1982,179
41740,1983,172
41740,1984,209
41740,1985,201
41740,1986,201
41740,1987,196
41740,1988,235
41740,1989,238
41740,1990,201
41740,1991,174
41740,1992,159
41740,1993,139
41740,1994,138
41740,1995,137
41740,1996,97
41740,1997,80
41740,1998,90
41740,1999,107
41740,2000,106
41740,2001,95
41740,2002,80
41740,2003,83
41740,2004,60
41740,2005,66
41740,2006,74
41740,2007,68
41740,2008,80
41740,2009,57
41740,2010,28
41740,2011,40
41740,2012,41
41740,2013,39
41740,2014,45
41740,2015,44
41740,2016,50
41740,2017,70
41740,2018,42
41740,2019,30
41740,2020,55
41740,2021,16
41740,2022,9
41860,1980,75
41860,1981,46
41860,1982,43
41860,1983,38
41860,1984,55
41860,1985,48
41860,1986,53
41860,1987,52
41860,1988,50
41860,1989,46
41860,1990,28
41860,1991,34
41860,1992,22
41860,1993,22
41860,1994,13
41860,1995,26
41860,1996,29
41860,1997,9
41860,1998,26
41860,1999,42
41860,2000,32
41860,2001,35
41860,2002,43
41860,2003,28
41860,2004,28
41860,2005,23
41860,2006,29
41860,2007,16
41860,2008,22
41860,2009,18
41860,2010,15
41860,2011,13
41860,2012,9
41860,2013,9
41860,2014,13
41860,2015,15
41860,2016,17
41860,2017,16
41860,2018,19
41860,2019,10
41860,2020,25
41860,2021,10
41860,2022,2
41940,1980,60
41940,1981,52
41940,1982,49
41940,1983,53
41940,1984,62
41940,1985,64
41940,1986,41
41940,1987,87
41940,1988,62
41940,1989,70
41940,1990,54
41940,1991,61
41940,1992,46
41940,1993,42
41940,1994,31
41940,1995,38
41940,1996,58
41940,1997,21
41940,1998,39
41940,1999,52
41940,2000,52
41940,2001,39
41940,2002,55
41940,2003,40
41940,2004,32
41940,2005,26
41940,2006,36
41940,2007,29
41940,2008,37
41940,2009,15
41940,2010,15
41940,2011,10
41940,2012,13
41940,2013,13
41940,2014,9
41940,2015,7
41940,2016,7
41940,2017,12
41940,2018,19
41940,2019,4
41940,2020,23
41940,2021,8
41940,2022,2
42020,1980,30
42020,1981,15
42020,1982,13
42020,1983,14
42020,1984,7
42020,1985,13
42020,1986,14
42020,1987,22
42020,1988,26
42020,1989,49
42020,1990,23
42020,1991,23
42020,1992,11
42020,1993,12
42020,1994,14
42020,1995,25
42020,1996,42
42020,1997,8
42020,1998,77
42020,1999,16
42020,2000,9
42020,2001,20
42020,2002,16
42020,2003,14
42020,2004,7
42020,2005,5
42020,2006,53
42020,2007,51
42020,2008,73
42020,2009,31
42020,2010,36
42020,2011,24
42020,2012,43
42020,2013,16
42020,2014,18
42020,2015,6
42020,2016,13
42020,2017,11
42020,2018,11
42020,2019,6
42020,2020,31
42020,2021,9
42020,2022,2
42100,1980,6
42100,1981,5
42100,1982,5
42100,1983,1
42100,1984,1
42100,1985,5
42100,1986,1
42100,1987,2
42100,1988,1
42100,1989,3
42100,1990,1
42100,1991,2
42100,1992,1
42100,1993,2
42100,1994,4
42100,1995,1
42100,1996,8
42100,1997,1
42100,1998,2
42100,1999,3
42100,2000,2
42100,2001,2
42100,2002,1
42100,2003,2
42100,2004,3
42100,2006,1
42100,2008,1
42100,2012,1
42100,2013,22
42100,2014,12
42100,2017,5
42100,2018,10
42100,2020,20
42200,1980,65
42200,1981,47
42200,1982,35
42200,1983,30
42200,1984,29
42200,1985,42
42200,1986,90
42200,1987,85
42200,1988,112
42200,1989,111
42200,1990,96
42200,1991,106
42200,1992,74
42200,1993,63
42200,1994,57
42200,1995,62
42200,1996,64
42200,1997,51
42200,1998,50
42200,1999,36
42200,2000,41
42200,2001,40
42200,2002,38
42200,2003,46
42200,2004,21
42200,2005,16
42200,2006,17
42200,2007,23
42200,2008,13
42200,2009,11
42200,2010,8
42200,2011,3
42200,2012,5
42200,2013,3
42200,2014,10
42200,2015,2
42200,2016,12
42200,2017,18
42200,2018,3
42200,2019,2
42200,2020,13
42200,2021,1
42220,1980,14
42220,1982,3
42220,1983,4
42220,1984,13
42220,1985,9
42220,1986,2
42220,1987,11
42220,1988,8
42220,1989,9
42220,1990,2
42220,1991,4
42220,1992,3
42220,1993,3
42220,1994,4
42220,1995,5
42220,1996,3
42220,1997,9
42220,1998,12
42220,1999,14
42220,2000,7
42220,2001,6
42220,2002,5
42220,2003,2
42220,2004,1
42220,2006,1
42220,2017,5
42220,2018,13
42220,2020,7
42540,1980,60
42540,1981,36
42540,1982,42
42540,1983,45
42540,1984,43
42540,1985,35
42540,1986,25
42540,1987,35
42540,1988,49
42540,1989,26
42540,1990,27
42540,1991,49
42540,1992,14
42540,1993,39
42540,1994,32
42540,1995,38
42540,1996,36
42540,1997,28
42540,1998,35
42540,1999,39
42540,2000,16
42540,2001,37
42540,2002,43
42540,2003,17
42540,2004,11
42540,2005,28
42540,2006,11
42540,2007,20
42540,2008,12
42540,2009,3
42540,2010,10
42540,2011,6
42540,2012,6
42540,2013,3
42540,2014,1
42540,2015,4
42540,2016,4
42540,2018,1
42540,2021,1
42660,1980,49
42660,1981,66
42660,1982,104
42660,1983,28
42660,1984,12
42660,1985,38
42660,1986,27
42660,1987,40
42660,1988,35
42660,1989,16
42660,1990,22
42660,1991,14
42660,1992,20
42660,1993,4
42660,1994,7
42660,1995,10
42660,1996,16
42660,1997,5
42660,1998,11
42660,1999,16
42660,2000,30
42660,2001,27
42660,2002,24
42660,2003,41
42660,2004,24
42660,2005,27
42660,2006,32
42660,2007,30
42660,2008,11
42660,2009,25
42660,2010,3
42660,2011,13
42660,2012,13
42660,2013,8
42660,2014,7
42660,2015,20
42660,2016,4
42660,2017,25
42660,2018,17
42660,2019,2
42660,2020,14
42660,2021,7
42660,2022,7
43340,1980,4
43340,1981,58
43340,1982,38
43340,1983,6
43340,1984,12
43340,1985,29
43340,1986,35
43340,1987,72
43340,1988,64
43340,1989,33
43340,1990,43
43340,1991,17
43340,1992,30
43340,1993,31
43340,1994,23
43340,1995,28
43340,1996,14
43340,1997,34
43340,1998,59
43340,1999,55
43340,2000,37
43340,2001,34
43340,2002,16
43340,2003,18
43340,2004,13
43340,2005,28
43340,2006,39
43340,2007,16
43340,2008,7
43340,2009,9
43340,2010,18
43340,2011,35
43340,2012,6
43340,2013,4
43340,2014,1
43340,2015,1
43340,2017,2
43340,2018,2
43340,2020,1
43340,2022,1
44060,1980,101
44060,1981,85
44060,1982,60
44060,1983,43
44060,1984,38
44060,1985,48
44060,1986,37
44060,1987,63
44060,1988,48
44060,1989,21
44060,1990,23
44060,1991,20
44060,1992,14
44060,1993,13
44060,1994,3
44060,1995,5
44060,1996,6
44060,1997,5
44060,1998,6
44060,1999,4
44060,2000,11
44060,2001,9
44060,2002,18
44060,2003,20
44060,2004,5
44060,2005,10
44060,2006,9
44060,2007,2
44060,2008,10
44060,2010,1
44060,2011,6
44060,2012,3
44060,2013,4
44060,2014,6
44060,2015,19
44060,2016,2
44060,2017,19
44060,2018,20
44060,2019,3
44060,2020,9
44060,2021,18
44060,2022,1
44140,1980,32
44140,1981,48
44140,1982,30
44140,1983,82
44140,1984,60
44140,1985,43
44140,1986,35
44140,1987,36
44140,1988,69
44140,1989,38
44140,1990,38
44140,1991,35
44140,1992,34
44140,1993,40
44140,1994,49
44140,1995,34
44140,1996,21
44140,1997,32
44140,1998,36
44140,1999,32
44140,2000,20
44140,2001,40
44140,2002,38
44140,2003,25
44140,2004,18
44140,2005,34
44140,2006,25
44140,2007,32
44140,2008,22
44140,2009,14
44140,2010,13
44140,2011,13
44140,2012,15
44140,2013,6
44140,2014,1
44140,2015,6
44140,2016,8
44140,2017,7
44140,2018,7
44140,2021,2
44180,1980,13
44180,1981,1
44180,1983,13
44180,1984,13
44180,1985,5
44180,1986,19
44180,1987,13
44180,1988,28
44180,1989,11
44180,1990,1
44180,1991,1
44180,1992,2
44180,1993,5
44180,1994,15
44180,1995,30
44180,1996,36
44180,1997,3
44180,1998,7
44180,1999,17
44180,2000,18
44180,2001,11
44180,2002,16
44180,2003,8
44180,2004,1
44180,2005,16
44180,2006,11
44180,2007,11
44180,2008,4
44180,2009,1
44180,2010,4
44180,2011,13
44180,2012,21
44180,2020,1
44700,1980,53
44700,1981,45
44700,1982,32
44700,1983,32
44700,1984,67
44700,1985,62
44700,1986,66
44700,1987,95
44700,1988,58
44700,1989,31
44700,1990,40
44700,1991,57
44700,1992,44
44700,1993,38
44700,1994,39
44700,1995,32
44700,1996,57
44700,1997,15
44700,1998,37
44700,1999,51
44700,2000,36
44700,2001,25
44700,2002,40
44700,2003,29
44700,2004,16
44700,2005,15
44700,2006,38
44700,2007,28
44700,2008,32
44700,2009,25
44700,2010,14
44700,2011,44
44700,2012,43
44700,2013,34
44700,2014,36
44700,2015,40
44700,2016,29
44700,2017,38
44700,2018,33
44700,2019,12
44700,2020,31
44700,2021,17
44700,2022,5
45060,1980,24
45060,1981,21
45060,1982,24
45060,1983,9
45060,1984,7
45060,1985,17
45060,1986,27
45060,1987,38
45060,1988,37
45060,1989,19
45060,1990,18
45060,1991,34
45060,1992,12
45060,1993,18
45060,1994,20
45060,1995,15
45060,1996,6
45060,1997,12
45060,1998,17
45060,1999,25
45060,2000,10
45060,2001,25
45060,2002,30
45060,2003,13
45060,2004,7
45060,2005,23
45060,2006,6
45060,2007,17
45060,2008,7
45060,2009,1
45060,2010,8
45060,2011,2
45060,2012,11
45060,2015,1
45060,2016,2
45060,2018,2
45060,2021,1
45300,1980,38
45300,1981,44
45300,1982,39
45300,1983,45
45300,1984,47
45300,1985,43
45300,1986,50
45300,1987,73
45300,1988,44
45300,1989,32
45300,1990,36
45300,1991,18
45300,1992,26
45300,1993,28
45300,1994,23
45300,1995,32
45300,1996,23
45300,1997,43
45300,1998,46
45300,1999,44
45300,2000,55
45300,2001,31
45300,2002,19
45300,2003,28
45300,2004,21
45300,2005,46
45300,2006,44
45300,2007,26
45300,2008,15
45300,2009,6
45300,2010,13
45300,2011,18
45300,2012,10
45300,2013,6
45300,2014,6
45300,2015,1
45300,2016,5
45300,2017,3
45300,2018,6
45300,2019,7
45300,2020,3
45300,2021,1
45300,2022,2
45780,1980,50
45780,1981,55
45780,1982,64
45780,1983,46
45780,1984,16
45780,1985,21
45780,1986,20
45780,1987,31
45780,1988,57
45780,1989,22
45780,1990,30
45780,1991,32
45780,1992,14
45780,1993,22
45780,1994,33
45780,1995,29
45780,1996,31
45780,1997,22
45780,1998,35
45780,1999,40
45780,2000,20
45780,2001,45
45780,2002,39
45780,2003,34
45780,2004,15
45780,2005,39
45780,2006,12
45780,2007,23
45780,2008,14
45780,2009,8
45780,2010,9
45780,2011,11
45780,2012,27
45780,2013,1
45780,2014,7
45780,2015,2
45780,2016,5
45780,2017,5
45780,2018,13
45780,2019,2
45780,2020,8
45780,2021,6
45780,2022,7
45940,1980,72
45940,1981,42
45940,1982,50
45940,1983,64
45940,1984,48
45940,1985,57
45940,1986,56
45940,1987,56
45940,1988,57
45940,1989,42
45940,1990,51
45940,1991,81
45940,1992,43
45940,1993,66
45940,1994,53
45940,1995,51
45940,1996,39
45940,1997,40
45940,1998,59
45940,1999,51
45940,2000,30
45940,2001,43
45940,2002,58
45940,2003,26
45940,2004,21
45940,2005,29
45940,2006,32
45940,2007,40
45940,2008,20
45940,2009,8
45940,2010,36
45940,2011,15
45940,2012,24
45940,2013,5
45940,2014,6
45940,2015,10
45940,2016,13
45940,2017,6
45940,2018,8
45940,2019,2
45940,2020,4
45940,2021,9
45940,2022,3
46060,1980,137
46060,1981,103
46060,1982,101
46060,1983,76
46060,1984,41
46060,1985,57
46060,1986,21
46060,1987,25
46060,1988,24
46060,1989,22
46060,1990,36
46060,1991,21
46060,1992,23
46060,1993,37
46060,1994,37
46060,1995,32
46060,1996,23
46060,1997,19
46060,1998,29
46060,1999,17
46060,2000,28
46060,2001,5
46060,2002,13
46060,2003,35
46060,2004,12
46060,2005,22
46060,2006,25
46060,2007,15
46060,2008,22
46060,2009,4
46060,2010,6
46060,2011,22
46060,2012,10
46060,2013,8
46060,2014,4
46060,2015,2
46060,2016,6
46060,2017,9
46060,2018,12
46060,2019,2
46060,2020,16
46060,2021,17
46060,2022,9
46140,1980,80
46140,1981,59
46140,1982,54
46140,1983,59
46140,1984,63
46140,1985,51
46140,1986,34
46140,1987,69
46140,1988,82
46140,1989,35
46140,1990,48
46140,1991,53
46140,1992,22
46140,1993,20
46140,1994,48
46140,1995,61
46140,1996,38
46140,1997,39
46140,1998,65
46140,1999,40
46140,2000,44
46140,2001,61
46140,2002,41
46140,2003,39
46140,2004,16
46140,2005,46
46140,2006,50
46140,2007,21
46140,2008,16
46140,2009,20
46140,2010,11
46140,2011,52
46140,2012,50
46140,2013,12
46140,2014,4
46140,2015,4
46140,2016,4
46140,2017,2
46140,2018,11
46140,2019,2
46140,2020,2
46140,2021,10
46140,2022,15
46520,1982,1
46520,1984,1
46520,1992,1
46520,1999,2
46520,2000,2
46520,2001,2
46520,2002,2
46520,2003,2
46520,2004,2
46520,2005,3
46520,2006,1
46520,2009,1
46520,2010,1
46520,2011,1
46520,2014,1
46520,2022,1
46700,1980,19
46700,1981,12
46700,1982,13
46700,1983,12
46700,1984,21
46700,1985,9
46700,1986,10
46700,1987,29
46700,1988,27
46700,1989,16
46700,1990,9
46700,1991,7
46700,1992,5
46700,1993,6
46700,1994,5
46700,1995,14
46700,1996,27
46700,1997,8
46700,1998,29
46700,1999,32
46700,2000,13
46700,2001,13
46700,2002,20
46700,2003,11
46700,2004,17
46700,2005,16
46700,2006,21
46700,2007,19
46700,2008,24
46700,2009,10
46700,2010,6
46700,2011,11
46700,2012,7
46700,2013,11
46700,2014,4
46700,2015,6
46700,2016,2
46700,2017,10
46700,2018,15
46700,2019,1
46700,2020,16
46700,2021,3
47260,1980,78
47260,1981,42
47260,1982,37
47260,1983,57
47260,1984,28
47260,1985,41
47260,1986,44
47260,1987,53
47260,1988,44
47260,1989,20
47260,1990,41
47260,1991,50
47260,1992,32
47260,1993,71
47260,1994,37
47260,1995,38
47260,1996,28
47260,1997,58
47260,1998,56
47260,1999,47
47260,2000,40
47260,2001,33
47260,2002,43
47260,2003,20
47260,2004,13
47260,2005,23
47260,2006,20
47260,2007,22
47260,2008,26
47260,2009,2
47260,2010,19
47260,2011,17
47260,2012,7
47260,2013,3
47260,2016,3
47260,2022,1
47300,1980,122
47300,1981,110
47300,1982,120
47300,1983,114
47300,1984,111
47300,1985,145
47300,1986,148
47300,1987,174
47300,1988,164
47300,1989,151
47300,1990,143
47300,1991,134
47300,1992,139
47300,1993,138
47300,1994,143
47300,1995,139
47300,1996,131
47300,1997,124
47300,1998,110
47300,1999,176
47300,2000,161
47300,2001,176
47300,2002,201
47300,2003,185
47300,2004,168
47300,2005,150
47300,2006,147
47300,2007,184
47300,2008,173
47300,2009,140
47300,2010,118
47300,2011,152
47300,2012,142
47300,2013,144
47300,2014,133
47300,2015,103
47300,2016,125
47300,2017,138
47300,2018,127
47300,2019,88
47300,2020,138
47300,2021,140
47300,2022,47
47900,1980,115
47900,1981,93
47900,1982,96
47900,1983,115
47900,1984,105
47900,1985,107
47900,1986,102
47900,1987,114
47900,1988,98
47900,1989,89
47900,1990,92
47900,1991,112
47900,1992,64
47900,1993,101
47900,1994,79
47900,1995,76
47900,1996,63
47900,1997,74
47900,1998,89
47900,1999,90
47900,2000,68
47900,2001,81
47900,2002,86
47900,2003,50
47900,2004,43
47900,2005,65
47900,2006,60
47900,2007,71
47900,2008,40
47900,2009,15
47900,2010,54
47900,2011,41
47900,2012,39
47900,2013,14
47900,2014,10
47900,2015,16
47900,2016,16
47900,2017,10
47900,2018,14
47900,2019,13
47900,2020,4
47900,2021,10
47900,2022,4
48260,1980,33
48260,1981,2
48260,1982,13
48260,1983,8
48260,1984,6
48260,1985,6
48260,1986,22
48260,1987,43
48260,1988,70
48260,1989,50
48260,1990,41
48260,1991,67
48260,1992,20
48260,1993,33
48260,1994,38
48260,1995,43
48260,1996,21
48260,1997,20
48260,1998,37
48260,1999,46
48260,2000,28
48260,2001,49
48260,2002,51
48260,2003,32
48260,2004,23
48260,2005,33
48260,2006,22
48260,2007,31
48260,2008,16
48260,2009,5
48260,2010,16
48260,2011,11
48260,2012,17
48260,2013,6
48260,2014,6
48260,2015,6
48260,2016,2
48260,2018,4
48260,2019,2
48260,2020,2
48260,2021,3
48260,2022,1
48620,1980,16
48620,1981,18
48620,1982,18
48620,1983,33
48620,1984,13
48620,1985,15
48620,1986,11
48620,1987,13
48620,1988,30
48620,1989,9
48620,1990,14
48620,1991,13
48620,1992,5
48620,1994,9
48620,1995,17
48620,1996,11
48620,1997,23
48620,1998,37
48620,1999,23
48620,2000,28
48620,2001,40
48620,2002,33
48620,2003,24
48620,2004,3
48620,2005,20
48620,2006,30
48620,2007,6
48620,2008,3
48620,2009,7
48620,2010,13
48620,2011,29
48620,2012,38
48620,2013,8
48620,2014,4
48620,2015,1
48620,2016,1
48620,2017,2
48620,2018,2
48620,2020,6
48620,2021,5
48620,2022,3
49180,1980,3
49180,1981,29
49180,1982,10
49180,1983,37
49180,1984,37
49180,1985,32
49180,1986,49
49180,1987,62
49180,1988,91
49180,1989,35
49180,1990,54
49180,1991,43
49180,1992,35
49180,1993,81
49180,1994,38
49180,1995,51
49180,1996,54
49180,1997,64
49180,1998,80
49180,1999,78
49180,2000,79
49180,2001,54
49180,2002,51
49180,2003,31
49180,2004,22
49180,2005,37
49180,2006,34
49180,2007,53
49180,2008,24
49180,2009,5
49180,2010,29
49180,2011,18
49180,2012,14
49180,2013,2
49180,2014,1
49180,2015,4
49180,2016,4
49180,2017,1
49180,2018,2
49180,2021,4
49180,2022,1
49340,1980,40
49340,1981,38
49340,1982,11
49340,1983,35
49340,1984,23
49340,1985,19
49340,1986,14
49340,1987,39
49340,1988,33
49340,1989,9
49340,1990,12
49340,1991,25
49340,1992,31
49340,1993,25
49340,1994,37
49340,1995,32
49340,1996,19
49340,1997,26
49340,1998,33
49340,1999,38
49340,2000,19
49340,2001,33
49340,2002,40
49340,2003,21
49340,2004,16
49340,2005,24
49340,2006,17
49340,2007,31
49340,2008,12
49340,2009,8
49340,2010,9
49340,2011,6
49340,2012,11
49340,2013,6
49340,2014,4
49340,2015,5
